name	type	model	replicate	fraction	homolog_rate	pcc_train_Dev	pcc_train_Hk	pcc_val_Dev	pcc_val_Hk	pcc_test_Dev	pcc_test_Hk
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.1	0.737370848655701	0.79222023487091	0.652797341346741	0.729606449604034	0.666775986111167	0.745472466006736
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.1	0.773334622383118	0.815420389175415	0.660894334316254	0.736083388328552	0.669328445209096	0.748552264984868
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.2	0.673404693603516	0.746388971805573	0.662158966064453	0.737046420574188	0.665330788841794	0.755287738430136
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.2	0.713878452777862	0.77303957939148	0.668002367019653	0.749163568019867	0.68014326302509	0.763587558815486
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.3	0.672379076480866	0.747826039791107	0.669425308704376	0.746548712253571	0.67217986133185	0.762255806542969
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.3	0.73973160982132	0.793804585933685	0.678411841392517	0.753445684909821	0.683758492691794	0.766121450250762
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.4	0.63932329416275	0.727856993675232	0.671952784061432	0.744922637939453	0.677225406541748	0.759461902671727
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.4	0.7200608253479	0.778042435646057	0.684038400650024	0.757678985595703	0.686918984587308	0.766217268803669
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.5	0.635955095291138	0.730326771736145	0.681546807289124	0.755746066570282	0.689144322998355	0.77045302022947
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.5	0.74071478843689	0.794518887996674	0.685709714889526	0.759812653064728	0.694108588399127	0.772420094736721
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.6	0.61180180311203	0.716241002082825	0.669590175151825	0.752562284469605	0.686708104372701	0.770498192074841
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.6	0.727205395698547	0.785172164440155	0.688432812690735	0.762303829193115	0.695712349493963	0.777121488503366
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.7	0.587831318378449	0.701556980609894	0.67439991235733	0.757183790206909	0.685842604321689	0.770720449913954
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.7	0.713348031044006	0.773832976818085	0.6855828166008	0.756294131278992	0.695707402336496	0.775753383117216
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.8	0.56603479385376	0.687648952007294	0.673449635505676	0.750820457935333	0.674522983679495	0.766083317234
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.8	0.694180846214294	0.761661410331726	0.682371318340302	0.75890326499939	0.688388121830471	0.774101216827554
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.9	0.56673926115036	0.691404044628143	0.677401006221771	0.760301530361176	0.688117850184436	0.777571714260625
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.9	0.710052371025085	0.773752331733704	0.690013825893402	0.765127778053284	0.697758740198604	0.782046890210428
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	1	0.535899162292481	0.673725068569183	0.652292191982269	0.746455132961273	0.670121022950216	0.767071594929023
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	1	0.681659519672394	0.752379417419434	0.685658037662506	0.759798228740692	0.688158507629768	0.776271035922789
deepstarr_rep1_frac1.0	none	deepstarr	1	1	1	0.746112704277039	0.796723008155823	0.645124018192291	0.724926948547363	0.65887905857199	0.742171053004779
deepstarr_rep1_frac1.0	finetune	deepstarr	1	1	1	0.748443007469177	0.799112796783447	0.662042737007141	0.729864895343781	0.666355949365599	0.746011018818362
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.1	0.702944099903107	0.766964673995972	0.652106761932373	0.730511546134949	0.666584726665555	0.747093391366471
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.1	0.723910868167877	0.782518565654755	0.66333019733429	0.741527080535889	0.674724870694124	0.75576067389734
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.1	0.722370743751526	0.778948128223419	0.657824456691742	0.734848320484161	0.671936131523693	0.750797749465229
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.1	0.752085089683533	0.79904180765152	0.664161324501038	0.740465044975281	0.675608024563158	0.753138046804381
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.2	0.690648317337036	0.76006293296814	0.665767788887024	0.742074131965637	0.674829483028844	0.753123723829291
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.2	0.739066481590271	0.792279243469238	0.670457065105438	0.748424708843231	0.679859678133803	0.75944404671511
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.2	0.707820594310761	0.770044147968292	0.661849915981293	0.742416977882385	0.674526402181996	0.754691051766242
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.2	0.762680768966675	0.808282673358917	0.666654944419861	0.744126856327057	0.677283212266724	0.755155359672363
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.3	0.657013893127441	0.739761233329773	0.657766103744507	0.732753098011017	0.675013285249368	0.759889653525834
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.3	0.721096932888031	0.780631303787231	0.671643137931824	0.747515141963959	0.683623826276463	0.763755230085374
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.3	0.665711581707001	0.743785440921783	0.666073679924011	0.743544936180115	0.673791240315526	0.758023030909718
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.3	0.732654631137848	0.786507546901703	0.67332398891449	0.747886776924133	0.684532040253743	0.763281420673894
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.4	0.642249524593353	0.728224039077759	0.664125919342041	0.745043158531189	0.6752092494114	0.755695065620469
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.4	0.722699403762817	0.781566023826599	0.681093156337738	0.750297248363495	0.686830108634351	0.767711045043779
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.4	0.637176692485809	0.728956043720245	0.671768069267273	0.742406010627747	0.675022356136576	0.762490599900432
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.4	0.716787993907928	0.77634060382843	0.678734838962555	0.75594961643219	0.687120684642398	0.768718274624479
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.5	0.635183155536652	0.72757875919342	0.675671339035034	0.751052439212799	0.686610849549263	0.769111903701651
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.5	0.739033102989197	0.791838884353638	0.68685108423233	0.758598685264587	0.692128690085253	0.772686060668807
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.5	0.637277901172638	0.730156779289246	0.677141726016998	0.753209054470062	0.686613762834496	0.770794743116196
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.5	0.742284834384918	0.794999361038208	0.687035202980042	0.757334351539612	0.694408486332385	0.774116955252531
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.6	0.592516481876373	0.702319920063019	0.66974276304245	0.750343382358551	0.672803231259462	0.760356703027889
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.6	0.695785760879517	0.762059688568115	0.680421113967896	0.754010558128357	0.689437836967688	0.76899601739145
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.6	0.622940242290497	0.723373711109161	0.671840846538544	0.756267309188843	0.693086313661892	0.773672431909782
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.6	0.740706324577331	0.795573234558106	0.686003744602203	0.758540093898773	0.698274202766741	0.777995697110925
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.7	0.583082139492035	0.696763694286346	0.676729500293732	0.755435883998871	0.679321238932738	0.764250315891219
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.7	0.70315957069397	0.765520393848419	0.684710502624512	0.754134714603424	0.693662950084521	0.772842571490883
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.7	0.593010783195496	0.704888880252838	0.677667558193207	0.751324594020844	0.681700033411472	0.772603002114118
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.7	0.716164529323578	0.779220998287201	0.686335802078247	0.764936149120331	0.692779775609484	0.77833552927368
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.8	0.582376480102539	0.701695144176483	0.682442545890808	0.757078766822815	0.688739767655848	0.775761138118687
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.8	0.719582438468933	0.779747903347015	0.693278014659882	0.765628695487976	0.703722941228229	0.784306712612238
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.8	0.570225656032562	0.691695392131805	0.667782425880432	0.75904655456543	0.678793693001186	0.767239314824769
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.8	0.70094245672226	0.767569601535797	0.689228296279907	0.766302168369293	0.693346251341569	0.775988308906429
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.9	0.559832334518433	0.69038587808609	0.676870107650757	0.755918443202972	0.685190620185996	0.774026899014834
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.9	0.704011142253876	0.769140362739563	0.687256515026093	0.762942254543304	0.697243106739845	0.780960732087028
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.9	0.54434597492218	0.674584329128265	0.655448079109192	0.746708154678345	0.668276379073515	0.761359347961972
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.9	0.682678580284119	0.75277853012085	0.6773601770401	0.75904256105423	0.685856022853504	0.772360756493057
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	1	0.548993706703186	0.684154689311981	0.664511680603027	0.751162052154541	0.679479715676899	0.774083923269173
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	1	0.694783389568329	0.764398813247681	0.693213939666748	0.767687141895294	0.694446563529154	0.781654230722306
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	1	0.525462567806244	0.66410231590271	0.647206127643585	0.740279614925385	0.655435886868772	0.760218110927786
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	1	0.668279886245728	0.743809461593628	0.6680828332901	0.755539536476135	0.678748939052883	0.768123695796223
deepstarr_rep1_frac1.0	none	deepstarr	1	1	1	0.732963979244232	0.787442028522491	0.631885290145874	0.726335763931274	0.658595720071545	0.745512295255927
deepstarr_rep1_frac1.0	finetune	deepstarr	1	1	1	0.733401894569397	0.789719760417938	0.657732903957367	0.736128151416779	0.666329372151654	0.746606347007494
deepstarr_rep2_frac1.0	none	deepstarr	2	1	1	0.73307877779007	0.788094103336334	0.649502277374268	0.722638428211212	0.654518044396142	0.739602494105155
deepstarr_rep2_frac1.0	finetune	deepstarr	2	1	1	0.732954621315002	0.789047062397003	0.663398742675781	0.735044836997986	0.666973856331006	0.749264119780863
